lead_id,policy_id,type,sum_insured,premium,riders,co_pay_percent,room_rent_rule
H202502882,H202502882-P1,life,5000000,12213,,0,
H202502884,H202502884-P1,life,20000000,21817,,0,
H202502885,H202502885-P1,health,700000,18752,room_upgrade;hospital_cash,0,Single Private Room
H202502886,H202502886-P1,motor,300000,9683,,0,
H202502887,H202502887-P1,motor,500000,3599,,0,
H202502887,H202502887-P2,motor,300000,6621,,0,
H202502890,H202502890-P1,life,10000000,31269,hospital_cash,0,
H202502892,H202502892-P1,motor,300000,11382,,0,
H202502895,H202502895-P1,life,20000000,35880,,0,
H202502896,H202502896-P1,health,300000,9901,room_upgrade;accidental_cover,20,No Cap
H202502898,H202502898-P1,motor,500000,6414,,0,
H202502905,H202502905-P1,motor,500000,11479,,0,
H202502907,H202502907-P1,motor,300000,10895,,0,
H202502907,H202502907-P2,life,2500000,30289,hospital_cash,0,
H202502908,H202502908-P1,life,2500000,21261,hospital_cash;critical_illness,0,
H202502909,H202502909-P1,motor,500000,6544,,0,
H202502910,H202502910-P1,life,5000000,33790,critical_illness;accidental_cover,0,
H202502910,H202502910-P2,motor,500000,7384,,0,
H202502912,H202502912-P1,life,2500000,12442,hospital_cash;room_upgrade,0,
H202502913,H202502913-P1,life,10000000,31229,room_upgrade,0,
H202502913,H202502913-P2,health,300000,34422,,0,No Cap
H202502917,H202502917-P1,motor,800000,3274,,0,
H202502918,H202502918-P1,motor,300000,4082,,0,
H202502920,H202502920-P1,health,700000,24592,hospital_cash,0,Single Private Room
H202502921,H202502921-P1,life,5000000,21347,,0,
H202502923,H202502923-P1,motor,800000,7996,,0,
H202502926,H202502926-P1,life,10000000,33906,room_upgrade,0,
H202502927,H202502927-P1,motor,500000,3546,,0,
H202502928,H202502928-P1,life,20000000,21338,room_upgrade;accidental_cover,0,
H202502930,H202502930-P1,life,10000000,39015,critical_illness;hospital_cash,0,
H202502930,H202502930-P2,health,300000,30035,critical_illness,0,Single Private Room
H202502932,H202502932-P1,health,700000,12976,critical_illness;hospital_cash,0,1% of SI
H202502933,H202502933-P1,motor,300000,6327,,0,
H202502934,H202502934-P1,motor,300000,11129,,0,
H202502934,H202502934-P2,motor,300000,11850,,0,
H202502936,H202502936-P1,life,2500000,33214,critical_illness;accidental_cover,0,
H202502936,H202502936-P2,motor,800000,3394,,0,
H202502939,H202502939-P1,motor,500000,3215,,0,
H202502939,H202502939-P2,health,1000000,8419,accidental_cover,0,Single Private Room
H202502940,H202502940-P1,motor,500000,9868,,0,
H202502940,H202502940-P2,life,2500000,25723,room_upgrade;accidental_cover,0,
H202502942,H202502942-P1,health,500000,10217,hospital_cash;room_upgrade,0,Single Private Room
H202502943,H202502943-P1,health,300000,15422,room_upgrade,0,No Cap
H202502945,H202502945-P1,life,20000000,35305,critical_illness;room_upgrade,0,
H202502946,H202502946-P1,health,700000,9911,hospital_cash,20,1% of SI
H202502948,H202502948-P1,motor,500000,8834,,0,
H202502949,H202502949-P1,health,2000000,7516,,0,No Cap
H202502950,H202502950-P1,health,500000,23126,critical_illness;hospital_cash,0,Single Private Room
H202502952,H202502952-P1,motor,500000,9434,,0,
H202502956,H202502956-P1,life,20000000,8689,room_upgrade;critical_illness,0,
H202502960,H202502960-P1,motor,300000,10750,,0,
H202502960,H202502960-P2,life,2500000,13619,,0,
H202502963,H202502963-P1,motor,300000,6771,,0,
H202502963,H202502963-P2,health,700000,7769,,0,Single Private Room
H202502964,H202502964-P1,motor,500000,2863,,0,
H202502965,H202502965-P1,health,300000,7243,,0,1% of SI
H202502966,H202502966-P1,health,300000,6704,,0,Single Private Room
H202502967,H202502967-P1,health,700000,11636,hospital_cash;room_upgrade,0,1% of SI
H202502969,H202502969-P1,motor,500000,5610,,0,
H202502970,H202502970-P1,life,2500000,36272,room_upgrade;critical_illness,0,
H202502971,H202502971-P1,life,5000000,12389,hospital_cash;accidental_cover,0,
H202502971,H202502971-P2,life,5000000,36120,,0,
H202502972,H202502972-P1,health,300000,25355,accidental_cover;critical_illness,0,Single Private Room
H202502973,H202502973-P1,life,5000000,31983,critical_illness;hospital_cash,0,
H202502973,H202502973-P2,health,700000,14930,accidental_cover;critical_illness,20,1% of SI
H202502975,H202502975-P1,life,20000000,14087,accidental_cover;critical_illness,0,
H202502976,H202502976-P1,health,500000,7037,critical_illness,0,1% of SI
H202502978,H202502978-P1,life,10000000,37805,,0,
H202502978,H202502978-P2,health,1000000,25971,room_upgrade,0,Single Private Room
H202502980,H202502980-P1,motor,500000,8749,,0,
H202502981,H202502981-P1,life,10000000,34202,accidental_cover,0,
H202502982,H202502982-P1,health,1000000,30896,accidental_cover;hospital_cash,20,Single Private Room
H202502983,H202502983-P1,motor,300000,7637,,0,
H202502983,H202502983-P2,health,500000,15577,,0,No Cap
H202502986,H202502986-P1,motor,800000,11546,,0,
H202502988,H202502988-P1,life,2500000,39468,room_upgrade,0,
H202502989,H202502989-P1,motor,500000,5662,,0,
H202502990,H202502990-P1,motor,300000,10150,,0,
H202502992,H202502992-P1,motor,300000,6440,,0,
H202502994,H202502994-P1,life,5000000,23717,,0,
H202502996,H202502996-P1,health,2000000,15820,,0,1% of SI
H202502997,H202502997-P1,life,5000000,16964,critical_illness;room_upgrade,0,
H202502998,H202502998-P1,motor,800000,6268,,0,
H202502999,H202502999-P1,life,10000000,38072,,0,
H202502999,H202502999-P2,life,2500000,19531,,0,
